filename,filename1,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 04 m-35.csv,PSY109 25C,241.49,604.76,121.92,534.67,882.3038114343029,2.7916000000000003,250.48244304341594,347.63381143430297,70.09000000000003,4.959820394268838,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 04 m-50.csv,PSY109 25C,241.49,604.76,121.92,534.67,864.2591929168225,4.0095,235.87330639730638,329.5891929168225,70.09000000000003,4.7023711359227045,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 05 m-25.csv,PSY109 25C,289.28,585.97,97.71,534.67,716.252965253239,3.396,112.11493816254416,181.58296525323908,51.30000000000007,3.5396289523048505,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 05 m-35.csv,PSY109 25C,289.28,585.97,97.71,534.67,713.2556201453268,3.991,111.55181909295915,178.58562014532686,51.30000000000007,3.481201172423521,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 05 m-50.csv,PSY109 25C,289.28,585.97,97.71,534.67,708.0094913294797,5.19,113.68718689788054,173.33949132947976,51.30000000000007,3.378937452816365,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 06 m-25.csv,PSY109 25C,196.42,630.69,304.09,534.67,740.4308184143222,3.91,132.48485933503835,205.76081841432222,96.0200000000001,2.1428954219362844,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 06 m-35.csv,PSY109 25C,196.42,630.69,304.09,534.67,736.1258810572688,4.539999999999999,130.9161233480176,201.4558810572688,96.0200000000001,2.098061664833041,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 06 m-50.csv,PSY109 25C,196.42,630.69,304.09,534.67,726.9568251273345,5.890000000000001,127.93831918505943,192.2868251273345,96.0200000000001,2.002570559543161,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 01 m-25.csv,PSY109 25C 10,336.91,595.24,189.95,542.22,768.071840092128,2.4314,260.5154084066793,225.851840092128,53.01999999999998,4.259748021352849,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 01 m-35.csv,PSY109 25C 10,336.91,595.24,189.95,542.22,768.465913829048,2.878,268.4253717859625,226.24591382904794,53.01999999999998,4.267180570144248,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 01 m-50.csv,PSY109 25C 10,336.91,595.24,189.95,542.22,757.5457739307535,3.928,251.79952647657842,215.32577393075348,53.01999999999998,4.061217916460837,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 02 m-25.csv,PSY109 25C 10,320.8,585.59,103.25,542.22,714.8929414668935,3.6458,150.0719068517198,172.67294146689346,43.370000000000005,3.9813913181206697,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 02 m-35.csv,PSY109 25C 10,320.8,585.59,103.25,542.22,711.3592139531587,4.2313,151.82106232127242,169.13921395315867,43.370000000000005,3.8999127035544996,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 02 m-50.csv,PSY109 25C 10,320.8,585.59,103.25,542.22,704.1426243194192,5.51,149.79039382940107,161.92262431941913,43.370000000000005,3.733516816219025,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 03 m-25.csv,PSY109 25C 10,319.4,622.31,143.27,542.22,740.7608128407574,4.4203,114.5097081646042,198.54081284075733,80.08999999999992,2.47897131777697,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 03 m-35.csv,PSY109 25C 10,319.4,622.31,143.27,542.22,739.0182801315535,5.169,116.05350551363902,196.7982801315535,80.08999999999992,2.4572141357417117,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 03 m-50.csv,PSY109 25C 10,319.4,622.31,143.27,542.22,735.8787045252884,6.762,118.44987577639753,193.65870452528839,80.08999999999992,2.4180135413321087,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 04 m-25.csv,PSY109 25C 10,322.29,600.48,101.45,542.22,729.031505329787,4.8501,162.13692253767962,186.811505329787,58.25999999999999,3.2065139946753694,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 04 m-35.csv,PSY109 25C 10,322.29,600.48,101.45,542.22,725.3870837099981,5.531,162.80041764599528,183.1670837099981,58.25999999999999,3.143959555612738,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 04 m-50.csv,PSY109 25C 10,322.29,600.48,101.45,542.22,717.8805714285716,7,169.32814285714286,175.66057142857153,58.25999999999999,3.015114511304009,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 05 m-25.csv,PSY109 25C 10,331.94,590.03,79.32,542.22,728.8561555857077,2.2110000000000003,97.22056987788329,186.63615558570768,47.809999999999945,3.9037054086113345,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 05 m-35.csv,PSY109 25C 10,331.94,590.03,79.32,542.22,724.2110078431373,2.55,97.52055686274511,181.99100784313725,47.809999999999945,3.8065469115904094,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 10 05 m-50.csv,PSY109 25C 10,331.94,590.03,79.32,542.22,717.5281804511279,3.325,98.33200000000001,175.3081804511279,47.809999999999945,3.6667680495948147,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 01 m-25.csv,PSY109 25C 11,27.01,609.5,524.55,535.15,762.2775028321736,2.4716,356.21491665318007,227.1275028321736,74.35000000000002,3.054842001777721,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 01 m-35.csv,PSY109 25C 11,27.01,609.5,524.55,535.15,774.7851381402759,2.9499,443.0290748838944,239.6351381402759,74.35000000000002,3.2230684349734475,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 01 m-50.csv,PSY109 25C 11,27.01,609.5,524.55,535.15,774.7314466219701,3.878,489.01503352243424,239.58144662197014,74.35000000000002,3.2223462894683266,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 02 m-25.csv,PSY109 25C 11,261.35,593.56,121.53,535.15,867.0131872099021,1.939,220.24733367715316,331.8631872099021,58.40999999999997,5.681615942645134,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 02 m-35.csv,PSY109 25C 11,261.35,593.56,121.53,535.15,860.2971933853928,2.177,222.85280202113,325.1471933853928,58.40999999999997,5.566635736781254,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 02 m-50.csv,PSY109 25C 11,261.35,593.56,121.53,535.15,849.7843018867924,2.65,224.5512075471698,314.6343018867924,58.40999999999997,5.386651290648734,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 03 m-25.csv,PSY109 25C 11,152.63,645.35,365.68,535.15,856.9600301382201,2.8867,156.99931063151695,321.8100301382201,110.20000000000005,2.920236208150816,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 03 m-35.csv,PSY109 25C 11,152.63,645.35,365.68,535.15,844.1518695486183,3.4051,155.5483004904408,309.0018695486183,110.20000000000005,2.804009705522851,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 03 m-50.csv,PSY109 25C 11,152.63,645.35,365.68,535.15,824.5283034150613,4.5680000000000005,152.50382224168126,289.3783034150613,110.20000000000005,2.6259374175595385,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 04 m-25.csv,PSY109 25C 11,189.1,628.48,280.22,535.15,776.0278696587766,3.253,157.73358745773132,240.8778696587766,93.33000000000004,2.5809264937188097,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 04 m-35.csv,PSY109 25C 11,189.1,628.48,280.22,535.15,774.9208150304314,3.779,156.87588515480286,239.77081503043144,93.33000000000004,2.569064770496425,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 04 m-50.csv,PSY109 25C 11,189.1,628.48,280.22,535.15,771.3263477146519,4.682,156.77480563861596,236.1763477146519,93.33000000000004,2.530551245201455,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 05 m-25.csv,PSY109 25C 11,214.29,590.84,213.47,535.15,730.7137490007993,2.5020000000000002,232.75725419664266,195.56374900079936,55.690000000000055,3.5116492907308166,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 05 m-35.csv,PSY109 25C 11,214.29,590.84,213.47,535.15,728.745922746781,2.7960000000000003,244.03635550786836,193.59592274678107,55.690000000000055,3.476313929732104,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 11 05 m-50.csv,PSY109 25C 11,214.29,590.84,213.47,535.15,727.7806522374963,3.419,281.0283357706932,192.6306522374963,55.690000000000055,3.4589810062398296,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 01 m-25.csv,PSY109 25C 12,110.02,608.55,371.34,534.82,754.676586113002,2.938,118.12693328795096,219.85658611300198,73.7299999999999,2.981914907269799,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 01 m-35.csv,PSY109 25C 12,110.02,608.55,371.34,534.82,749.2270170287728,3.4059999999999997,119.01096300645919,214.40701702877277,73.7299999999999,2.908002401041273,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 01 m-50.csv,PSY109 25C 12,110.02,608.55,371.34,534.82,740.9842758620691,4.35,119.4626114942529,206.16427586206908,73.7299999999999,2.7962061014793074,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 02 m-25.csv,PSY109 25C 12,171.92,599.88,236.17,534.82,680.7220731707317,2.46,134.0397967479675,145.90207317073168,65.05999999999995,2.242577208280538,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 02 m-35.csv,PSY109 25C 12,171.92,599.88,236.17,534.82,679.2086316802738,2.8049,134.06965025491104,144.38863168027376,65.05999999999995,2.219314965881861,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 02 m-50.csv,PSY109 25C 12,171.92,599.88,236.17,534.82,676.3757791269152,3.459,133.3008933217693,141.55577912691513,65.05999999999995,2.1757728116648516,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 03 m-25.csv,PSY109 25C 12,260.14,599.49,128.56,534.82,758.1570791734385,4.307,143.37502437891803,223.3370791734385,64.66999999999996,3.453488157931632,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 03 m-35.csv,PSY109 25C 12,260.14,599.49,128.56,534.82,752.6458521560575,4.87,143.90702258726898,217.8258521560574,64.66999999999996,3.3682673906920915,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 03 m-50.csv,PSY109 25C 12,260.14,599.49,128.56,534.82,745.2196979754398,6.026,143.5080816461998,210.39969797543972,64.66999999999996,3.2534358740596856,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 04 m-25.csv,PSY109 25C 12,248,636.73,147.47,534.82,815.5115399737878,3.052,174.27558322411534,280.6915399737877,101.90999999999997,2.754308114746225,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 04 m-35.csv,PSY109 25C 12,248,636.73,147.47,534.82,813.3204943625326,3.459,174.57723908644118,278.50049436253255,101.90999999999997,2.7328083049998297,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 04 m-50.csv,PSY109 25C 12,248,636.73,147.47,534.82,805.8842665742666,4.329,172.12379995379996,271.0642665742665,101.90999999999997,2.6598397269577725,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 05 m-25.csv,PSY109 25C 12,234.52,635.83,221.58,534.82,776.8131066709635,3.103,142.57417015791168,241.99310667096347,101.00999999999999,2.3957341517766904,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 05 m-35.csv,PSY109 25C 12,234.52,635.83,221.58,534.82,775.5094957983193,3.5700000000000003,142.88865546218486,240.68949579831929,101.00999999999999,2.3828283912317523,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 05 m-50.csv,PSY109 25C 12,234.52,635.83,221.58,534.82,772.531960352423,4.54,140.9264757709251,237.71196035242292,101.00999999999999,2.353350760839748,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 06 m-25.csv,PSY109 25C 12,231.57,591.83,119.35,534.82,756.0016927009373,3.521,128.72636182902588,221.18169270093722,57.00999999999999,3.879699924591076,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 06 m-35.csv,PSY109 25C 12,231.57,591.83,119.35,534.82,753.5592201834862,3.924,128.88032874617736,218.73922018348617,57.00999999999999,3.8368570458425926,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 06 m-50.csv,PSY109 25C 12,231.57,591.83,119.35,534.82,749.3720033458804,4.782,131.29499790882477,214.5520033458804,57.00999999999999,3.7634099867721527,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 07 m-25.csv,PSY109 25C 12,237.7,604.82,196.67,534.82,673.8639546599496,3.176,124.18017002518891,139.04395465994958,70,1.9863422094278511,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 07 m-35.csv,PSY109 25C 12,237.7,604.82,196.67,534.82,672.3710278011794,3.561,127.60520359449593,137.55102780117932,70,1.9650146828739903,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 12 07 m-50.csv,PSY109 25C 12,237.7,604.82,196.67,534.82,667.1759953810624,4.33,129.89424942263278,132.35599538106237,70,1.8907999340151767,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 01 m-25.csv,PSY109 25C 13,264.78,620.97,244.08,542.28,759.4771308186197,2.492,110.11111155698234,217.1971308186197,78.69000000000005,2.760161784453165,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 01 m-35.csv,PSY109 25C 13,264.78,620.97,244.08,542.28,755.1874599931904,2.9370000000000003,110.84032005447736,212.9074599931904,78.69000000000005,2.705648239842296,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 01 m-50.csv,PSY109 25C 13,264.78,620.97,244.08,542.28,749.5029037187977,3.926,111.13912379011715,207.22290371879774,78.69000000000005,2.6334083583530004,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 02 m-25.csv,PSY109 25C 13,202.51,622.38,307.09,542.28,754.7455552744751,3.953,141.45449784973437,212.46555527447515,80.10000000000002,2.65250381116698,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 02 m-35.csv,PSY109 25C 13,202.51,622.38,307.09,542.28,752.129870642403,4.561,139.51427757070817,209.84987064240306,80.10000000000002,2.6198485723146443,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 02 m-50.csv,PSY109 25C 13,202.51,622.38,307.09,542.28,746.9502984560837,5.8099,137.44861305702335,204.67029845608374,80.10000000000002,2.5551847497638414,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 03 m-25.csv,PSY109 25C 13,313.82,593.75,95.66,542.28,714.9038053231939,3.2875,116.99136547528518,172.6238053231939,51.47000000000003,3.353872261962188,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 03 m-35.csv,PSY109 25C 13,313.82,593.75,95.66,542.28,709.7411987576108,4.0567,116.75093031281583,167.46119875761087,51.47000000000003,3.2535690452226693,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 03 m-50.csv,PSY109 25C 13,313.82,593.75,95.66,542.28,701.5395621322256,5.7780000000000005,119.1408878504673,159.2595621322256,51.47000000000003,3.0942211410962797,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 04 m-25.csv,PSY109 25C 13,325.08,600.12,106.63,542.28,740.6366308504827,5.491,190.72949371699147,198.3566308504827,57.84000000000003,3.4294023314398787,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 04 m-35.csv,PSY109 25C 13,325.08,600.12,106.63,542.28,738.6229140761995,6.273,191.97795950900684,196.34291407619958,57.84000000000003,3.394587034512439,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 04 m-50.csv,PSY109 25C 13,325.08,600.12,106.63,542.28,734.4431792055179,7.829,190.36878656277943,192.16317920551796,57.84000000000003,3.322323291934956,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 05 m-25.csv,PSY109 25C 13,307.04,615.29,344.27,542.28,740.6829384436701,2.583,253.72968641114977,198.4029384436701,73.00999999999999,2.7174762148153695,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 05 m-35.csv,PSY109 25C 13,307.04,615.29,344.27,542.28,746.5076035005048,2.971,306.1478391114103,204.22760350050487,73.00999999999999,2.7972552184701396,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 05 m-50.csv,PSY109 25C 13,307.04,615.29,344.27,542.28,751.9249612403102,3.87,358.89341085271315,209.64496124031018,73.00999999999999,2.8714554340543788,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 08 m-25.csv,PSY109 25C 13,86.09,610.5,534.99,542.28,725.6397710109624,4.1049999999999995,154.04846285018272,183.3597710109624,68.22000000000003,2.687771489460016,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 08 m-35.csv,PSY109 25C 13,86.09,610.5,534.99,542.28,723.7540551605257,4.641,155.5255569920276,181.47405516052572,68.22000000000003,2.6601298029980307,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 08 m-50.csv,PSY109 25C 13,86.09,610.5,534.99,542.28,717.2678661013956,5.661,159.69208443737855,174.98786610139564,68.22000000000003,2.565052273547282,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 09 m-25.csv,PSY109 25C 13,314.5,585.33,124.37,542.28,724.4799124343258,3.426,183.95861646234678,182.19991243432582,43.05000000000007,4.232286003120222,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 09 m-35.csv,PSY109 25C 13,314.5,585.33,124.37,542.28,722.8988443993917,3.946,205.27719716168272,180.61884439939172,43.05000000000007,4.195559684074134,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 13 09 m-50.csv,PSY109 25C 13,314.5,585.33,124.37,542.28,712.1984844892314,5.061,194.70049199762892,169.91848448923145,43.05000000000007,3.947003124023953,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 01 m-25.csv,PSY109 25C 14,255.41,586.38,108.59,539.38,724.1778753094757,4.443,142.3078775602071,184.79787530947567,47,3.9318696874356527,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 01 m-35.csv,PSY109 25C 14,255.41,586.38,108.59,539.38,718.3379333986288,5.1049999999999995,143.48531047992168,178.95793339862882,47,3.8076156042261453,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 01 m-50.csv,PSY109 25C 14,255.41,586.38,108.59,539.38,709.763510952307,6.437,143.0991564393351,170.383510952307,47,3.6251810840916385,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 02 m-25.csv,PSY109 25C 14,248.24,579.71,110.56,539.38,715.7123097170432,4.559,99.70452292169335,176.33230971704324,40.33000000000004,4.3722367894134155,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 02 m-35.csv,PSY109 25C 14,248.24,579.71,110.56,539.38,715.641114200964,5.394,104.25090100111234,176.26111420096402,40.33000000000004,4.370471465434263,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 02 m-50.csv,PSY109 25C 14,248.24,579.71,110.56,539.38,711.5948075038499,7.143,108.48396752064959,172.2148075038499,40.33000000000004,4.270141520055783,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 03 m-25.csv,PSY109 25C 14,95.75,628.76,327.39,539.38,820.7885230436128,6.466,399.6734225177853,281.40852304361283,89.38,3.1484506941554358,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 03 m-35.csv,PSY109 25C 14,95.75,628.76,327.39,539.38,813.8583950617283,7.29,396.5073621399177,274.4783950617283,89.38,3.0709151383053066,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 03 m-50.csv,PSY109 25C 14,95.75,628.76,327.39,539.38,802.4930935331056,9.077,435.59027652308026,263.1130935331056,89.38,2.9437580390815126,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 04 m-25.csv,PSY109 25C 14,264.09,629.96,179.88,539.38,775.7142499999999,4.800000000000001,127.07012499999998,236.33424999999988,90.58000000000004,2.609121770810331,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 04 m-35.csv,PSY109 25C 14,264.09,629.96,179.88,539.38,774.3237500000001,5.4399999999999995,128.879375,234.94375000000014,90.58000000000004,2.5937706999337604,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 04 m-50.csv,PSY109 25C 14,264.09,629.96,179.88,539.38,769.8890560471976,6.78,132.7587610619469,230.50905604719765,90.58000000000004,2.5448118353631877,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 05 m-25.csv,PSY109 25C 14,189.87,613.39,337.13,539.38,754.9982996627973,3.3511,305.5821079645489,215.6182996627973,74.00999999999999,2.913367107996181,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 05 m-35.csv,PSY109 25C 14,189.87,613.39,337.13,539.38,755.946463987474,3.832,329.230521920668,216.56646398747398,74.00999999999999,2.926178408153952,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 05 m-50.csv,PSY109 25C 14,189.87,613.39,337.13,539.38,751.8429552980133,4.832,355.201156870861,212.4629552980133,74.00999999999999,2.870733080637932,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 06 m-25.csv,PSY109 25C 14,244.86,590.18,127.06,539.38,721.0904027208433,2.2199,169.21327897653046,181.71040272084326,50.799999999999955,3.5769764315126658,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 06 m-35.csv,PSY109 25C 14,244.86,590.18,127.06,539.38,721.2963615903976,2.666,165.71261815453866,181.91636159039763,50.799999999999955,3.5810307399684604,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 06 m-50.csv,PSY109 25C 14,244.86,590.18,127.06,539.38,720.4506103151863,3.4899999999999998,165.5141747851003,181.0706103151863,50.799999999999955,3.5643820928186307,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 07 m-25.csv,PSY109 25C 14,270.34,630.23,224.81,539.38,772.9896070175438,2.85,146.8866,233.6096070175438,90.85000000000002,2.5713770722899696,-25,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 07 m-35.csv,PSY109 25C 14,270.34,630.23,224.81,539.38,771.7886699356421,3.263,147.88382470119524,232.40866993564214,90.85000000000002,2.5581581721039304,-35,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 07 m-50.csv,PSY109 25C 14,270.34,630.23,224.81,539.38,764.3988833570412,4.218,148.2209815078236,225.0188833570412,90.85000000000002,2.476817648398912,-50,25
2019-05-20 2018-12-18 PSY109 _mito_loc.csv,PSY109 25C 14 08 m-25.csv,PSY109 25C 14,234.7,593.33,246.58,539.38,723.2464183381089,3.49,161.9893696275072,183.86641833810893,53.950000000000045,3.408089311179032,-25,25
