filename,filename1,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 07 m-50.csv,GTY029 I 25C,249.78,717.28,246.06,546.91,1164.304260452779,4.2979,307.1226903836758,617.3942604527791,170.37,3.6238437544918654,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 01 m-25.csv,GTY029 I 25C 10,258.2,701.94,218.31,535.97,968.6965497303337,4.1162,201.27021087410716,432.72654973033366,165.97000000000003,2.6072576352975454,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 01 m-35.csv,GTY029 I 25C 10,258.2,701.94,218.31,535.97,963.2981550916062,4.694,207.4336898167874,427.32815509160616,165.97000000000003,2.5747313074146296,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 01 m-50.csv,GTY029 I 25C 10,258.2,701.94,218.31,535.97,950.94780725319,5.9559999999999995,215.8726997985225,414.97780725319,165.97000000000003,2.500318173484304,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 02 m-25.csv,GTY029 I 25C 10,274.08,697.6,218.68,535.97,1028.0737282588113,3.6969000000000003,197.71867375368552,492.1037282588113,161.63,3.0446311220615687,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 02 m-35.csv,GTY029 I 25C 10,274.08,697.6,218.68,535.97,1010.800725756851,4.3899,199.90448096767582,474.83072575685094,161.63,2.937763569614867,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 02 m-50.csv,GTY029 I 25C 10,274.08,697.6,218.68,535.97,978.8359246252678,5.8374999999999995,209.56925567451822,442.8659246252678,161.63,2.739998296264727,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 03 m-25.csv,GTY029 I 25C 10,198.14,740.37,254.83,535.97,1079.854675123578,5.0373,215.20498779107857,543.8846751235781,204.39999999999998,2.660883929176018,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 03 m-35.csv,GTY029 I 25C 10,198.14,740.37,254.83,535.97,1072.6626645295116,5.8332999999999995,221.52543277390157,536.6926645295116,204.39999999999998,2.6256979673655167,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 03 m-50.csv,GTY029 I 25C 10,198.14,740.37,254.83,535.97,1056.8645679012345,7.533,236.01932032390812,520.8945679012345,204.39999999999998,2.548407866444396,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 04 m-25.csv,GTY029 I 25C 10,200.72,751.32,249.97,535.97,1079.2366846768964,4.627,214.98393991787336,543.2666846768964,215.35000000000002,2.522715043774768,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 04 m-35.csv,GTY029 I 25C 10,200.72,751.32,249.97,535.97,1073.459852412488,5.285,221.36849952696306,537.4898524124881,215.35000000000002,2.4958897256210264,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 04 m-50.csv,GTY029 I 25C 10,200.72,751.32,249.97,535.97,1055.7445431771296,6.786,225.94651635720604,519.7745431771295,215.35000000000002,2.413626854781191,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 05 m-25.csv,GTY029 I 25C 10,198.14,755.62,267.66,535.97,1054.4156693386378,10.1548,259.20829755386615,518.4456693386378,219.64999999999998,2.360326288816926,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 05 m-35.csv,GTY029 I 25C 10,198.14,755.62,267.66,535.97,1045.6698478965222,11.8209,265.2151346344187,509.6998478965222,219.64999999999998,2.3205092096358855,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 10 05 m-50.csv,GTY029 I 25C 10,198.14,755.62,267.66,535.97,1028.2114041535524,15.3459,277.61161111436934,492.24140415355237,219.64999999999998,2.241026196920339,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 01 m-25.csv,GTY029 I 25C 11,255.28,699.62,199.5,542.2,1040.8529199032216,3.1412,226.62391729275438,498.6529199032216,157.41999999999996,3.167659254880077,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 01 m-35.csv,GTY029 I 25C 11,255.28,699.62,199.5,542.2,1029.0719768773517,3.6674,232.2306391448983,486.8719768773517,157.41999999999996,3.092821603845457,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 01 m-50.csv,GTY029 I 25C 11,255.28,699.62,199.5,542.2,996.2499188805518,4.931,241.26030419793148,454.0499188805518,157.41999999999996,2.884321680094981,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 02 m-25.csv,GTY029 I 25C 11,284.62,687.66,272.51,542.2,1042.6991053426534,2.8469,203.72892795672485,500.49910534265337,145.45999999999992,3.440802319143776,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 02 m-35.csv,GTY029 I 25C 11,284.62,687.66,272.51,542.2,1045.5257184579439,3.424,213.013726635514,503.3257184579438,145.45999999999992,3.4602345556025305,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 02 m-50.csv,GTY029 I 25C 11,284.62,687.66,272.51,542.2,1036.0464899120539,4.6392,222.08500258665288,493.8464899120538,145.45999999999992,3.395067303121505,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 03 m-25.csv,GTY029 I 25C 11,270.33,682.59,196.25,542.2,948.5696985766118,3.5829999999999997,180.65615685180015,406.36969857661177,140.39,2.894577238953001,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 03 m-35.csv,GTY029 I 25C 11,270.33,682.59,196.25,542.2,946.5273937544025,4.259,182.67152852782343,404.32739375440246,140.39,2.8800298721732496,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 03 m-50.csv,GTY029 I 25C 11,270.33,682.59,196.25,542.2,934.7641695501729,5.78,191.68335640138406,392.5641695501729,140.39,2.7962402560736015,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 04 m-25.csv,GTY029 I 25C 11,259.41,726.31,278.33,542.2,1049.6388439360119,4.3008,216.19826543898813,507.43884393601184,184.1099999999999,2.756172092423074,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 04 m-35.csv,GTY029 I 25C 11,259.41,726.31,278.33,542.2,1045.7143836461182,4.8649,216.33799954778107,503.5143836461182,184.1099999999999,2.734856247059467,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 04 m-50.csv,GTY029 I 25C 11,259.41,726.31,278.33,542.2,1037.6964102564102,6.084,221.127100591716,495.4964102564102,184.1099999999999,2.6913063399946253,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 05 m-25.csv,GTY029 I 25C 11,231.64,713.01,269.26,542.2,1019.2574128747527,6.571,346.19368284888145,477.0574128747527,170.80999999999995,2.7929126683142256,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 05 m-35.csv,GTY029 I 25C 11,231.64,713.01,269.26,542.2,1013.6687298724721,7.763,350.9504534329511,471.46872987247207,170.80999999999995,2.7601939574525627,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 11 05 m-50.csv,GTY029 I 25C 11,231.64,713.01,269.26,542.2,996.4207287768368,10.154,353.7471774670081,454.2207287768367,170.80999999999995,2.6592162565238384,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 01 m-25.csv,GTY029 I 25C 12,248.55,675.27,225.81,544.62,979.5575058466089,5.0029,203.35289671990245,434.93750584660893,130.64999999999998,3.329027981987057,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 01 m-35.csv,GTY029 I 25C 12,248.55,675.27,225.81,544.62,974.2160969357839,5.9689,217.20160180267723,429.59609693578386,130.64999999999998,3.2881446378552157,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 01 m-50.csv,GTY029 I 25C 12,248.55,675.27,225.81,544.62,963.2776196417993,7.9341,233.85088705713312,418.65761964179933,130.64999999999998,3.204421122401832,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 02 m-25.csv,GTY029 I 25C 12,292.51,664,178.24,544.62,901.4402298850574,3.045,122.32262725779967,356.8202298850574,119.38,2.9889447971608094,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 02 m-35.csv,GTY029 I 25C 12,292.51,664,178.24,544.62,901.3128471818709,3.442,123.97463102847182,356.6928471818709,119.38,2.98787776161728,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 02 m-50.csv,GTY029 I 25C 12,292.51,664,178.24,544.62,894.9153459847257,4.321,128.60475584355473,350.2953459847257,119.38,2.9342883731339064,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 03 m-25.csv,GTY029 I 25C 12,268.15,715.32,213.46,544.62,986.4858282442748,2.62,150.11926335877862,441.8658282442748,170.70000000000005,2.588552010804187,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 03 m-35.csv,GTY029 I 25C 12,268.15,715.32,213.46,544.62,984.5967016393444,3.05,159.21301639344262,439.97670163934436,170.70000000000005,2.5774850711150803,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 03 m-50.csv,GTY029 I 25C 12,268.15,715.32,213.46,544.62,980.6752281226626,4.011,166.6123510346547,436.0552281226626,170.70000000000005,2.554512174122217,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 04 m-25.csv,GTY029 I 25C 12,237.03,721.89,262.2,544.62,1001.5450281042412,3.914,168.81661471640265,456.92502810424116,177.26999999999998,2.5775654544155313,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 04 m-35.csv,GTY029 I 25C 12,237.03,721.89,262.2,544.62,997.5975166444739,4.506,173.85082778517528,452.9775166444739,177.26999999999998,2.55529709846265,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 04 m-50.csv,GTY029 I 25C 12,237.03,721.89,262.2,544.62,987.9323097405196,5.7461,181.6874554915508,443.3123097405196,177.26999999999998,2.5007745796836445,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 05 m-25.csv,GTY029 I 25C 12,249.18,710.02,295.46,544.62,931.6310671540592,3.3922,212.51614586404105,387.0110671540592,165.39999999999998,2.339849257279681,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 05 m-35.csv,GTY029 I 25C 12,249.18,710.02,295.46,544.62,926.0645397462287,3.8381,213.69746671530183,381.44453974622866,165.39999999999998,2.3061943152734505,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 05 m-50.csv,GTY029 I 25C 12,249.18,710.02,295.46,544.62,921.5422185292897,4.814,214.6971416701288,376.9222185292897,165.39999999999998,2.2788525908663226,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 06 m-25.csv,GTY029 I 25C 12,268.38,666.93,212.32,544.62,985.278988429752,3.025,211.2076297520661,440.65898842975196,122.30999999999995,3.602804255005741,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 06 m-35.csv,GTY029 I 25C 12,268.38,666.93,212.32,544.62,979.4567641214874,3.5229999999999997,213.1772523417542,434.83676412148736,122.30999999999995,3.55520206133176,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 12 06 m-50.csv,GTY029 I 25C 12,268.38,666.93,212.32,544.62,967.8194817742643,4.554,216.08687307861223,423.1994817742643,122.30999999999995,3.460056265017288,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 01 m-25.csv,GTY029 I 25C 13,217.06,745.93,271.11,537.57,1074.5904161451815,6.392,246.11780506883602,537.0204161451815,208.3599999999999,2.5773680943807915,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 01 m-35.csv,GTY029 I 25C 13,217.06,745.93,271.11,537.57,1067.6177149507118,7.304,248.72269852135818,530.0477149507118,208.3599999999999,2.5439034121266655,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 01 m-50.csv,GTY029 I 25C 13,217.06,745.93,271.11,537.57,1050.7697797498129,9.353,255.22368544851918,513.1997797498128,208.3599999999999,2.463043673208932,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 02 m-25.csv,GTY029 I 25C 13,261.6,720.24,245.71,537.57,1034.8710696517412,5.226,175.71720436280137,497.30106965174116,182.66999999999996,2.722401432373905,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 02 m-35.csv,GTY029 I 25C 13,261.6,720.24,245.71,537.57,1028.595639794736,6.041,179.29386856480716,491.02563979473587,182.66999999999996,2.6880475162573823,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 02 m-50.csv,GTY029 I 25C 13,261.6,720.24,245.71,537.57,1017.3536885030256,7.602,186.60504077874242,479.7836885030256,182.66999999999996,2.6265051103247696,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 03 m-25.csv,GTY029 I 25C 13,275.66,728.34,249.78,537.57,1101.3001300080282,3.8613,319.11948126278713,563.7301300080281,190.76999999999998,2.9550250563926626,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 03 m-35.csv,GTY029 I 25C 13,275.66,728.34,249.78,537.57,1092.7020450861303,4.6267000000000005,321.29972442561655,555.1320450861302,190.76999999999998,2.909954631682813,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 03 m-50.csv,GTY029 I 25C 13,275.66,728.34,249.78,537.57,1067.885399361022,6.260000000000001,312.0980846645367,530.3153993610221,190.76999999999998,2.779867900408985,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 04 m-25.csv,GTY029 I 25C 13,230.04,744.57,284.54,537.57,1060.797197122949,4.449,203.27280287705102,523.227197122949,207,2.5276676189514444,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 04 m-35.csv,GTY029 I 25C 13,230.04,744.57,284.54,537.57,1054.7078107680127,5.052,207.8577988915281,517.1378107680126,207,2.4982502935652784,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 04 m-50.csv,GTY029 I 25C 13,230.04,744.57,284.54,537.57,1044.1694032207135,6.3340000000000005,219.85581622987053,506.5994032207135,207,2.44734011217736,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 05 m-25.csv,GTY029 I 25C 13,228.13,776.64,277.95,537.57,1069.1882047549734,8.244,262.8241145075207,531.6182047549734,239.06999999999994,2.2236926622117936,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 05 m-35.csv,GTY029 I 25C 13,228.13,776.64,277.95,537.57,1064.2801688615123,9.416,264.12701996601527,526.7101688615122,239.06999999999994,2.203162960059867,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 05 m-50.csv,GTY029 I 25C 13,228.13,776.64,277.95,537.57,1052.7923543832953,11.829,266.46466649759066,515.2223543832953,239.06999999999994,2.155110864530453,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 06 m-25.csv,GTY029 I 25C 13,244.83,764.05,289.83,537.57,1101.4857064146065,6.189,241.94554483761513,563.9157064146065,226.4799999999999,2.4899139280051514,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 06 m-35.csv,GTY029 I 25C 13,244.83,764.05,289.83,537.57,1094.7656599500049,7.2407,250.40404284116175,557.1956599500048,226.4799999999999,2.460242228673636,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 13 06 m-50.csv,GTY029 I 25C 13,244.83,764.05,289.83,537.57,1079.8038859388275,9.416,259.0848173322005,542.2338859388275,226.4799999999999,2.3941799979637395,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 01 m-25.csv,GTY029 I 25C 14,170.36,745.71,284.7,542.63,1050.7324801937523,4.8722,255.7472423135339,508.1024801937523,203.08000000000004,2.5019818800165066,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 01 m-35.csv,GTY029 I 25C 14,170.36,745.71,284.7,542.63,1044.3829602602275,5.8103,268.228696452851,501.7529602602275,203.08000000000004,2.4707157783150846,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 01 m-50.csv,GTY029 I 25C 14,170.36,745.71,284.7,542.63,1032.6350317563188,7.715,279.20006869734283,490.0050317563188,203.08000000000004,2.4128670068757074,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 02 m-25.csv,GTY029 I 25C 14,169.79,736.58,353.25,542.63,967.652602854744,8.337,378.43216744632366,425.02260285474404,193.95000000000005,2.1914029536207473,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 02 m-35.csv,GTY029 I 25C 14,169.79,736.58,353.25,542.63,951.3852685576342,9.942,393.13738684369343,408.75526855763417,193.95000000000005,2.1075290980027535,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 02 m-50.csv,GTY029 I 25C 14,169.79,736.58,353.25,542.63,932.2310019154265,13.574,413.91051421835857,389.60100191542654,193.95000000000005,2.0087703115000073,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 03 m-25.csv,GTY029 I 25C 14,158.75,740.52,320.16,542.63,976.9116881314533,3.6028000000000002,244.9765296436105,434.2816881314533,197.89,2.194561059838563,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 03 m-35.csv,GTY029 I 25C 14,158.75,740.52,320.16,542.63,973.1868747321166,4.4329,249.0722707482686,430.5568747321166,197.89,2.1757384139275184,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 03 m-50.csv,GTY029 I 25C 14,158.75,740.52,320.16,542.63,964.7312949172384,6.1502,272.7322535852493,422.1012949172384,197.89,2.1330097272082393,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 04 m-25.csv,GTY029 I 25C 14,266.16,744.01,271.47,542.63,1064.9661021288607,4.9604,242.7599205709217,522.3361021288607,201.38,2.593783405148777,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 04 m-35.csv,GTY029 I 25C 14,266.16,744.01,271.47,542.63,1057.6216037357074,5.7285,250.67006825521514,514.9916037357074,201.38,2.5573125620007318,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 04 m-50.csv,GTY029 I 25C 14,266.16,744.01,271.47,542.63,1039.2527447898872,7.3175,260.9224113426717,496.6227447898872,201.38,2.466097650163309,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 05 m-25.csv,GTY029 I 25C 14,245.04,705.6,232.8,542.63,973.1457134692321,5.2490000000000006,210.0502724328443,430.5157134692321,162.97000000000003,2.641686896172498,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 05 m-35.csv,GTY029 I 25C 14,245.04,705.6,232.8,542.63,966.0346595991385,6.037,215.05196123902599,423.40465959913854,162.97000000000003,2.598052767988823,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 05 m-50.csv,GTY029 I 25C 14,245.04,705.6,232.8,542.63,951.4634571062738,7.8100000000000005,239.3470294494238,408.83345710627384,162.97000000000003,2.508642431774399,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 06 m-25.csv,GTY029 I 25C 14,253.97,745.14,282.69,542.63,1063.8356894058472,3.181,269.4792461490097,521.2056894058472,202.51,2.573728158638325,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 06 m-35.csv,GTY029 I 25C 14,253.97,745.14,282.69,542.63,1047.1268582184437,4.0111,276.157737777667,504.49685821844366,202.51,2.491219486536189,-35,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 06 m-50.csv,GTY029 I 25C 14,253.97,745.14,282.69,542.63,1022.1341236673015,5.6183,282.64184949183914,479.50412366730154,202.51,2.367804669731379,-50,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 07 m-25.csv,GTY029 I 25C 14,143.77,752.48,275.85,542.63,1087.9844166544783,6.1533,240.12557912014694,545.3544166544783,209.85000000000002,2.5987820664973946,-25,25
2019-05-20 2018-12-20 GTY029 I _mito_loc.csv,GTY029 I 25C 14 07 m-35.csv,GTY029 I 25C 14,143.77,752.48,275.85,542.63,1082.6105662141904,7.2711,244.58376284193588,539.9805662141904,209.85000000000002,2.573174011027831,-35,25
