filename,filename1,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 05 m-35.csv,PSY106 clump 25C,239.18,665.73,168.25,518.87,917.8317972636817,4.824,210.17629145936982,398.96179726368166,146.86,2.716613082280278,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 05 m-50.csv,PSY106 clump 25C,239.18,665.73,168.25,518.87,907.3187594936709,6.319999999999999,224.6854414556962,388.4487594936709,146.86,2.6450276419288494,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 01 m-25.csv,PSY106 clump 25C 10,274.74,642.38,170.24,527.99,930.809746835443,3.318,193.54647980711272,402.81974683544297,114.38999999999999,3.52145945305921,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 01 m-35.csv,PSY106 clump 25C 10,274.74,642.38,170.24,527.99,928.4770038910506,3.8549999999999995,211.98083009079122,400.48700389105056,114.38999999999999,3.501066560809954,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 01 m-50.csv,PSY106 clump 25C 10,274.74,642.38,170.24,527.99,920.4634517158819,5.0120000000000005,222.91205506783717,392.4734517158819,114.38999999999999,3.4310119041514286,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 02 m-25.csv,PSY106 clump 25C 10,256.59,672.27,204.47,527.99,978.0763317892298,3.454,356.1492964678633,450.0863317892298,144.27999999999997,3.1195337662131264,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 02 m-35.csv,PSY106 clump 25C 10,256.59,672.27,204.47,527.99,973.975684107099,4.071,351.83932940309506,445.985684107099,144.27999999999997,3.0911123101406925,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 02 m-50.csv,PSY106 clump 25C 10,256.59,672.27,204.47,527.99,960.2863491468215,5.333,341.06275829739354,432.2963491468215,144.27999999999997,2.996231973570984,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 03 m-25.csv,PSY106 clump 25C 10,266.93,681.75,197.38,527.99,1086.33,2.99,351.49,558.3399999999999,153.76,3.63124349635796,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 03 m-35.csv,PSY106 clump 25C 10,266.93,681.75,197.38,527.99,1080.05,3.34,356.9200000000001,552.06,153.76,3.590400624349636,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 03 m-50.csv,PSY106 clump 25C 10,266.93,681.75,197.38,527.99,1073.92,4.12,383.32,545.9300000000001,153.76,3.550533298647243,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 04 m-25.csv,PSY106 clump 25C 10,261.28,686.71,184.68,527.99,1058.6399342969776,3.805,239.16663600525624,530.6499342969776,158.72000000000003,3.3433085578186583,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 04 m-35.csv,PSY106 clump 25C 10,261.28,686.71,184.68,527.99,1050.0222339181284,4.275,242.38473684210527,522.0322339181284,158.72000000000003,3.289013570552724,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 10 04 m-50.csv,PSY106 clump 25C 10,261.28,686.71,184.68,527.99,1032.2392692307692,5.2,248.13642307692308,504.2492692307692,158.72000000000003,3.1769737224720838,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 01 m-25.csv,PSY106 clump 25C 11,288.17,644.97,165.6,525.97,960.3042150247413,2.223,196.3982636077373,434.3342150247413,119,3.6498673531490864,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 01 m-35.csv,PSY106 clump 25C 11,288.17,644.97,165.6,525.97,949.35606805293,2.645,200.32477504725895,423.38606805293,119,3.557866118091849,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 01 m-50.csv,PSY106 clump 25C 11,288.17,644.97,165.6,525.97,937.2150899229232,3.503,205.43118755352555,411.24508992292317,119,3.4558410917892703,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 02 m-25.csv,PSY106 clump 25C 11,271.21,642.44,200.3,525.97,1191.141164713269,0.9556,246.1957126412725,665.171164713269,116.47000000000003,5.711094399530084,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 02 m-35.csv,PSY106 clump 25C 11,271.21,642.44,200.3,525.97,1160.7584463440949,1.2049,249.97269150966883,634.7884463440948,116.47000000000003,5.450231358668281,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 02 m-50.csv,PSY106 clump 25C 11,271.21,642.44,200.3,525.97,1107.6089282613414,1.8428,239.3117088126764,581.6389282613413,116.47000000000003,4.993894807773171,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 03 m-25.csv,PSY106 clump 25C 11,260.06,685.63,204.52,525.97,1051.6857309706,2.483,257.2293878372936,525.7157309705999,159.65999999999997,3.2927203493085306,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 03 m-35.csv,PSY106 clump 25C 11,260.06,685.63,204.52,525.97,1046.4341516245486,2.77,260.91805054151627,520.4641516245485,159.65999999999997,3.2598280823283767,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 03 m-50.csv,PSY106 clump 25C 11,260.06,685.63,204.52,525.97,1038.7774970202624,3.356,268.3136471990465,512.8074970202624,159.65999999999997,3.211872084556323,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 04 m-25.csv,PSY106 clump 25C 11,225.39,701.51,236.29,525.97,1082.1364968961625,7.088,280.14267071106093,556.1664968961625,175.53999999999996,3.168317744651718,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 04 m-35.csv,PSY106 clump 25C 11,225.39,701.51,236.29,525.97,1075.5035050913998,8.151,278.08081707765916,549.5335050913998,175.53999999999996,3.1305315317956017,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 11 04 m-50.csv,PSY106 clump 25C 11,225.39,701.51,236.29,525.97,1063.2885703208296,10.317,275.14497140641663,537.3185703208296,175.53999999999996,3.0609466236802425,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 01 m-25.csv,PSY106 clump 25C 12,293.43,631.7,153.32,528.38,938.2597087728493,3.0526,184.59693179584616,409.8797087728493,103.32000000000005,3.967089709377169,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 01 m-35.csv,PSY106 clump 25C 12,293.43,631.7,153.32,528.38,936.2445932366059,3.5426,184.56666685485234,407.86459323660586,103.32000000000005,3.9475860746864657,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 01 m-50.csv,PSY106 clump 25C 12,293.43,631.7,153.32,528.38,927.7969941444372,4.611,182.2938126219909,399.41699414443724,103.32000000000005,3.8658245658578885,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 02 m-25.csv,PSY106 clump 25C 12,286.06,679.79,269.34,528.38,957.6348794899704,6.431,171.39877313015083,429.25487948997045,151.40999999999997,2.8350497291458328,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 02 m-35.csv,PSY106 clump 25C 12,286.06,679.79,269.34,528.38,954.4867791995644,7.346,175.6059406479717,426.10677919956436,151.40999999999997,2.814257837656459,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 02 m-50.csv,PSY106 clump 25C 12,286.06,679.79,269.34,528.38,943.4951354303189,9.156,175.78977937964174,415.1151354303189,151.40999999999997,2.7416626076898423,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 03 m-25.csv,PSY106 clump 25C 12,263.72,655.14,173.91,528.38,908.4819584709769,4.2379999999999995,182.62822321849933,380.1019584709769,126.75999999999999,2.998595443917458,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 03 m-35.csv,PSY106 clump 25C 12,263.72,655.14,173.91,528.38,901.326509394572,4.79,181.85848434237994,372.946509394572,126.75999999999999,2.9421466503200695,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 03 m-50.csv,PSY106 clump 25C 12,263.72,655.14,173.91,528.38,890.2344661803713,6.032,189.44165450928384,361.85446618037133,126.75999999999999,2.8546423649445516,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 04 m-25.csv,PSY106 clump 25C 12,251.21,700.85,218.78,528.38,1125.4079805939048,1.5356,231.66828470955977,597.0279805939048,172.47000000000003,3.4616337948275335,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 04 m-35.csv,PSY106 clump 25C 12,251.21,700.85,218.78,528.38,1112.844831813733,1.9413,236.48957554216247,584.464831813733,172.47000000000003,3.3887912785628393,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 12 04 m-50.csv,PSY106 clump 25C 12,251.21,700.85,218.78,528.38,1081.57057243267,2.9593000000000003,252.72584969418443,553.1905724326699,172.47000000000003,3.2074596882511153,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 01 m-25.csv,PSY106 clump 25C 13,255.89,659.11,194.15,535.51,824.3806599072858,4.0339,166.64640000991596,288.8706599072858,123.60000000000002,2.337141261385807,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 01 m-35.csv,PSY106 clump 25C 13,255.89,659.11,194.15,535.51,820.8865551449917,4.9796,168.96209153345652,285.3765551449917,123.60000000000002,2.3088718053801913,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 01 m-50.csv,PSY106 clump 25C 13,255.89,659.11,194.15,535.51,816.3097631352282,6.966,191.05825868504164,280.7997631352282,123.60000000000002,2.2718427438125257,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 02  m-35.csv,PSY106 clump 25C 13,270.35,668.77,180.03,535.51,857.1041670463173,6.585,175.96837205770692,321.59416704631735,133.26,2.413283558804723,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 02 m-25.csv,PSY106 clump 25C 13,270.35,668.77,180.03,535.51,859.6667400941612,5.8198,171.7212333757174,324.15674009416125,133.26,2.4325134330944116,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 02 m-50.csv,PSY106 clump 25C 13,270.35,668.77,180.03,535.51,850.6508722208649,8.186,178.508900561935,315.14087222086494,133.26,2.364857213123705,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 03 m-25.csv,PSY106 clump 25C 13,284.16,675.56,168.3,535.51,979.3071681181437,5.6609,186.8734215407444,443.79716811814376,140.04999999999995,3.168848040829303,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 03 m-35.csv,PSY106 clump 25C 13,284.16,675.56,168.3,535.51,973.2701926336879,6.489,186.6958005856064,437.7601926336879,140.04999999999995,3.125742182318372,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 03 m-50.csv,PSY106 clump 25C 13,284.16,675.56,168.3,535.51,962.9660591072092,8.087,187.70289476938297,427.45605910720917,140.04999999999995,3.052167505228199,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 04 m-25.csv,PSY106 clump 25C 13,258.49,688.28,212.4,535.51,946.4811029140538,5.422,193.78374400590192,410.97110291405386,152.76999999999998,2.6901296256729323,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 04 m-35.csv,PSY106 clump 25C 13,258.49,688.28,212.4,535.51,941.575006455778,6.196,195.08265978050358,406.06500645577796,152.76999999999998,2.658015359401571,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 04 m-50.csv,PSY106 clump 25C 13,258.49,688.28,212.4,535.51,932.6726635216116,7.843,195.47730715287517,397.16266352161165,152.76999999999998,2.599742511760239,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 05 m-25.csv,PSY106 clump 25C 13,302.15,653.63,151.68,535.51,838.6324440248179,3.707,164.61811707580256,303.1224440248179,118.12,2.5662245515138666,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 05 m-35.csv,PSY106 clump 25C 13,302.15,653.63,151.68,535.51,838.8451074887786,4.2330000000000005,170.54388140798486,303.3351074887786,118.12,2.5680249533421824,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 13 05 m-50.csv,PSY106 clump 25C 13,302.15,653.63,151.68,535.51,838.7446052631578,5.32,176.8761090225564,303.23460526315785,118.12,2.567174104835403,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 01 m-25.csv,PSY106 clump 25C 14,238.83,620.29,148.81,530.66,778.8412928882824,3.0049,166.93824087324037,248.18129288828243,89.63,2.768953396053581,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 01 m-35.csv,PSY106 clump 25C 14,238.83,620.29,148.81,530.66,781.0285569053158,3.4821,165.59120157376293,250.3685569053158,89.63,2.7933566540813994,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 01 m-50.csv,PSY106 clump 25C 14,238.83,620.29,148.81,530.66,784.2764311139257,4.5793,177.20382525713538,253.61643111392573,89.63,2.8295931174152154,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 02 m-25.csv,PSY106 clump 25C 14,255.33,652.72,173.94,530.66,871.6038994650725,1.2712,183.15122718691,340.9438994650725,122.06000000000006,2.793248398042539,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 02 m-35.csv,PSY106 clump 25C 14,255.33,652.72,173.94,530.66,859.0849571053399,1.7135,183.72829063320688,328.4249571053399,122.06000000000006,2.6906845576383724,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 02 m-50.csv,PSY106 clump 25C 14,255.33,652.72,173.94,530.66,855.6256347563757,2.8507,190.24594555723158,324.9656347563757,122.06000000000006,2.6623433946942123,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 03 m-25.csv,PSY106 clump 25C 14,246.56,683.83,196.16,530.66,918.2171537242472,3.1550000000000002,199.11024405705228,387.5571537242472,153.17000000000007,2.5302419124126594,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 03 m-35.csv,PSY106 clump 25C 14,246.56,683.83,196.16,530.66,916.480069637883,3.59,200.61782729805014,385.8200696378831,153.17000000000007,2.518901022640745,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 03 m-50.csv,PSY106 clump 25C 14,246.56,683.83,196.16,530.66,915.5413750000001,4.4799999999999995,204.42781250000002,384.88137500000016,153.17000000000007,2.512772572958151,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 04 m-25.csv,PSY106 clump 25C 14,239.31,668.57,190.01,530.66,758.1623685691386,5.8643,212.2890194908173,227.50236856913864,137.91000000000008,1.6496437427970307,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 04 m-35.csv,PSY106 clump 25C 14,239.31,668.57,190.01,530.66,757.6881549593005,6.634,210.71799366897798,227.02815495930054,137.91000000000008,1.6462051697433138,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 04 m-50.csv,PSY106 clump 25C 14,239.31,668.57,190.01,530.66,752.8623436928702,8.205,213.41868129189518,222.20234369287027,137.91000000000008,1.6112127017103193,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 05 m-25.csv,PSY106 clump 25C 14,153.65,668.57,189.73,530.66,931.6044636801714,5.603,238.88492593253616,400.94446368017145,137.91000000000008,2.9072907235165775,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 05 m-35.csv,PSY106 clump 25C 14,153.65,668.57,189.73,530.66,928.7165302054585,6.522,237.2495538178473,398.05653020545856,137.91000000000008,2.8863500123664587,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 05 m-50.csv,PSY106 clump 25C 14,153.65,668.57,189.73,530.66,921.0555379044505,8.561,235.62774208620488,390.3955379044505,137.91000000000008,2.8307993467076376,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 06 m-25.csv,PSY106 clump 25C 14,266.53,635,150.51,530.66,844.4512102413717,0.8865999999999999,161.95628919467632,313.7912102413717,104.34000000000003,3.0073913191620814,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 06 m-35.csv,PSY106 clump 25C 14,266.53,635,150.51,530.66,839.4623005072872,1.2419,197.3951558096465,308.8023005072872,104.34000000000003,2.9595773481626138,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 14 06 m-50.csv,PSY106 clump 25C 14,266.53,635,150.51,530.66,835.7236671632467,2.0809,197.55338747657262,305.0636671632467,104.34000000000003,2.923746091271292,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 01 m-25.csv,PSY106 clump 25C 15,218.03,630.26,169.47,532.65,872.514287959761,4.4534,187.22724727174742,339.864287959761,97.61000000000001,3.481859317280616,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 01 m-35.csv,PSY106 clump 25C 15,218.03,630.26,169.47,532.65,865.214683602432,5.4441,192.10190095699934,332.56468360243207,97.61000000000001,3.4070759512594204,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 01 m-50.csv,PSY106 clump 25C 15,218.03,630.26,169.47,532.65,853.2666854079499,7.648,203.74807008368202,320.61668540794994,97.61000000000001,3.2846704785160323,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 02 m-25.csv,PSY106 clump 25C 15,261.73,648,220.17,532.65,889.7311201944323,4.526,248.53065841802913,357.0811201944323,115.35000000000002,3.0956317312044406,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 02 m-35.csv,PSY106 clump 25C 15,261.73,648,220.17,532.65,885.019854473943,5.085,252.85839921337265,352.36985447394306,115.35000000000002,3.054788508660104,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 02 m-50.csv,PSY106 clump 25C 15,261.73,648,220.17,532.65,870.2386444855207,6.492,252.3555976586568,337.5886444855207,115.35000000000002,2.92664624608167,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 03 m-25.csv,PSY106 clump 25C 15,257.52,653.25,161.23,532.65,928.3975090017699,4.9157,210.65592570742723,395.7475090017699,120.60000000000002,3.281488466017992,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 03 m-35.csv,PSY106 clump 25C 15,257.52,653.25,161.23,532.65,920.7249697653658,5.9369,216.61846856103352,388.07496976536584,120.60000000000002,3.2178687376896,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 03 m-50.csv,PSY106 clump 25C 15,257.52,653.25,161.23,532.65,904.6861219963032,8.115,231.2366210720887,372.0361219963032,120.60000000000002,3.084876633468517,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 04 m-25.csv,PSY106 clump 25C 15,269.28,629.16,153.06,532.65,898.0087977853941,3.793,331.6986527814395,365.35879778539413,96.50999999999999,3.7857092299802524,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 04 m-35.csv,PSY106 clump 25C 15,269.28,629.16,153.06,532.65,887.3681855388812,4.398000000000001,325.20924283765345,354.71818553888124,96.50999999999999,3.675455243382875,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 04 m-50.csv,PSY106 clump 25C 15,269.28,629.16,153.06,532.65,873.6146183068017,5.528,314.4255499276411,340.96461830680175,96.50999999999999,3.532945998412618,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 05 m-25.csv,PSY106 clump 25C 15,299.41,647.3,145.54,532.65,840.4754405286343,4.54,181.98896475770923,307.8254405286343,114.64999999999998,2.6849144398485336,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 05 m-35.csv,PSY106 clump 25C 15,299.41,647.3,145.54,532.65,836.0934555984556,5.18,184.0292277992278,303.44345559845567,114.64999999999998,2.6466938996812535,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 15 05 m-50.csv,PSY106 clump 25C 15,299.41,647.3,145.54,532.65,825.9417177914112,6.52,185.8936349693252,293.2917177914112,114.64999999999998,2.558148432546108,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 01 m-25.csv,PSY106 clump 25C 16,246.42,678.71,180.04,517.54,937.344251223491,3.065,167.89156606851552,419.80425122349106,161.17000000000007,2.6047294857820367,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 01 m-35.csv,PSY106 clump 25C 16,246.42,678.71,180.04,517.54,931.5568516984258,3.621,167.87255178127592,414.01685169842585,161.17000000000007,2.5688208208626024,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 01 m-50.csv,PSY106 clump 25C 16,246.42,678.71,180.04,517.54,928.6871089536139,4.635,167.8404120819849,411.14710895361395,161.17000000000007,2.551015132801475,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 02 m-25.csv,PSY106 clump 25C 16,230.14,668.07,179.89,517.54,912.1746161155453,5.2620000000000005,206.8647586469023,394.6346161155453,150.5300000000001,2.621634332794427,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 02 m-35.csv,PSY106 clump 25C 16,230.14,668.07,179.89,517.54,907.2916520121745,5.914000000000001,207.4536692593845,389.75165201217453,150.5300000000001,2.5891958547277905,-35,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 02 m-50.csv,PSY106 clump 25C 16,230.14,668.07,179.89,517.54,900.7265422123154,7.178,207.40361103371413,383.18654221231543,150.5300000000001,2.545582556382882,-50,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 03 m-25.csv,PSY106 clump 25C 16,259.35,646.49,175.89,517.54,907.5159414758268,3.144,176.70786259541984,389.97594147582686,128.95000000000005,3.0242415003941585,-25,25
2019-05-20 2019-01-08 PSY106 _mito_loc.csv,PSY106 clump 25C 16 03 m-35.csv,PSY106 clump 25C 16,259.35,646.49,175.89,517.54,903.5998855897575,3.671,177.13123127213294,386.0598855897575,128.95000000000005,2.9938727071714415,-35,25
